t,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
1.1,0.57751,0.83081,-1.3928,1.0532,-0.22738,1.5488,1.9865,-2.4424,1.9143,0.32894,1.3092,0.42867,-0.65351,1.792,-0.13204,0.37156,0.41358,-0.34947,0.032892,1.4267,1.5644,0.27088,-0.83292,-0.99707,-0.74832,-1.06,0.91993,0.65886,-0.65257,-1.7217,2.2612,1.2577,-0.71317,-0.54971,-0.56121,3.5086,-1.4373,1.3715,2.8356,-1.0793,-0.41178,-1.5994,-1.4573,1.1549,-0.082211,-2.3216,0.6795,-2.3663,1.7733,-1.951,-0.46979,-0.16225,1.4809,-0.40095,0.37646,1.3553,0.83897,0.99021,0.04948,-1.1281,-0.59387,0.082534,-1.042,-0.23873,0.84839,-1.1494,0.23572,-1.9112,-1.3425,-0.61025,1.2935,-0.72596,0.60646,1.3282,-2.4288,-3.1393,0.27247,-2.7363,1.4712,-1.0132,0.15188,-1.0282,1.091,1.106,-2.0039,0.040839,-0.83527,-3.2883,-2.0679,2.2837,2.3211,0.47604,-0.1007,-2.4232,0.46594,-1.4413,2.0438,0.7546,-1.984,-0.29934,-1.1136,1.4266,-0.89795,2.6657,-0.024197,0.047109,2.8024,1.7292,2.2527,0.1013,2.4121,-1.8594,0.89743,-2.0679,2.1087,-1.4977,0.82298,0.29768,-1.6633,0.10986,0.61021,-1.0473,-0.86727,-0.18929,2.0934,-0.75,-1.4707,-0.4785,-1.8146,0.092256,0.26814,-0.29848,-2.1478,-0.95223,-0.65539,-0.17779,1.4114,-0.38871,0.82368,0.28663,-0.43708,2.0189,0.095986,0.82881,0.6169,-1.9738,0.30882,0.50738,0.91092,-0.097635,-1.6036,0.45727,0.81578,0.19858,-0.21107,-1.9246,-1.4214,-1.6783,1.9176,2.9423,-1.2864,-1.4923,-1.0666,1.6529,0.24026,-1.5132,0.96643,-0.51309,-1.4111,-0.43276,-0.68178,4.2593,-2.2178,2.5556,-1.1106,-0.8316,2.3739,-0.86116,-2.5934,-1.0229,-4.5957,-0.80958,-4.4816,-1.4286,0.26384,0.42152,-0.30433,-0.84554,-2.0194,0.45051,0.27526,-1.9897,-0.72756,-2.1092,1.1583,0.59707,0.0035557,-1.9945,1.9866,-1.8783
1.1333,0.78619,0.69905,-1.0285,1.1241,0.13066,1.8711,1.9166,-2.322,2.3266,0.68159,1.5279,0.60679,-0.42817,1.9774,0.059372,0.82694,0.41915,-0.45314,0.15664,1.6238,1.243,-0.16556,-0.86276,-0.97484,-0.34471,-0.75812,1.2796,0.63597,0.1028,-1.8233,2.3683,1.4565,-0.52964,-0.54157,-0.72125,3.4332,-0.96215,1.2771,2.8973,-0.84946,-0.26074,-1.4003,-1.6306,1.2704,0.20831,-2.3066,0.77751,-2.5736,1.749,-1.4934,-0.60035,0.22277,1.3165,-0.8263,0.64654,1.2274,1.3837,0.89362,-0.12533,-0.76949,-0.31333,0.053886,-0.55842,-0.4865,1.2427,-1.518,0.21704,-1.4788,-1.1876,-0.64784,0.94463,-0.87294,0.26296,0.9809,-2.352,-2.8582,0.3391,-2.802,1.3997,-1.436,0.23488,-1.2261,0.88311,1.063,-2.0884,0.37103,-0.71005,-3.2816,-1.7297,2.0592,2.4955,0.040832,-0.57803,-2.2455,0.30098,-1.1739,2.0437,1.1281,-2.2513,-0.46104,-0.30318,1.3818,-1.0241,2.3196,-0.061067,-0.30931,3.2062,1.8859,2.2408,-0.15701,2.1424,-1.9363,1.0926,-2.1913,2.1367,-1.6223,0.80857,0.43811,-1.651,0.21247,0.43672,-0.9831,-1.1434,-0.40242,1.9974,-0.095802,-0.8859,-0.14397,-1.9234,-0.097395,0.44935,-0.57278,-2.3959,-0.52815,-0.76167,-0.21348,1.5115,-0.78747,0.76484,-0.024214,-0.69184,1.994,0.43656,1.0005,0.14502,-1.799,0.24457,0.63679,0.93164,0.0062319,-1.5778,0.23796,1.0084,-0.42121,-0.052321,-2.2556,-1.0252,-1.9069,1.9455,2.8182,-1.6996,-1.915,-1.6015,1.5919,0.82818,-1.7693,0.96149,-0.81342,-1.3928,-0.049274,-0.59531,4.5217,-1.9075,2.9745,-1.5401,-0.84465,2.6584,-0.85921,-2.2224,-0.80285,-4.649,-0.99067,-4.4904,-1.3455,0.20219,0.79485,-0.17073,-0.74845,-1.9999,0.47263,0.092367,-1.9189,-0.90836,-1.861,1.5861,0.73587,-0.04952,-1.7232,2.435,-1.4716
1.1667,0.63469,0.65159,-1.0172,1.1862,0.18815,1.5422,2.0714,-2.1069,2.5322,0.78002,1.5601,0.57607,-0.5048,2.2788,-0.2194,0.61397,0.70505,-0.66855,-0.18075,1.4769,1.2619,0.20127,-0.63397,-0.88156,-0.57352,-1.2306,1.271,0.69524,0.34501,-1.6957,2.601,1.2092,-0.05718,-0.67346,-0.66555,2.9547,-0.61503,1.5368,2.2557,-0.76809,0.19538,-1.6801,-1.7979,0.86665,-0.012618,-2.4226,1.5386,-2.6756,1.9169,-1.619,-0.47522,0.57992,1.2226,-0.67516,1.0166,1.5264,1.2412,0.75483,0.039797,-0.54786,-0.30313,0.078571,-0.32757,-0.47473,0.84735,-1.1095,0.27581,-1.7891,-0.90586,-0.58178,0.98071,-1.1691,0.10205,1.1898,-2.0668,-3.0707,0.0089299,-2.8153,1.3068,-1.5596,0.78764,-1.1916,0.53816,1.0606,-2.2669,-0.12678,-0.53902,-3.1644,-2.0545,2.2439,2.2691,0.57685,-0.84932,-2.1312,0.34515,-1.0444,1.7696,1.1737,-2.7031,-0.40162,-0.599,1.5171,-0.85618,2.5017,-0.17747,-0.15691,3.4006,1.509,2.2172,-0.084379,2.0452,-1.6443,1.254,-2.2187,1.862,-1.515,0.86774,0.4959,-1.9957,-0.098714,0.4977,-1.287,-0.861,-0.39937,1.8348,-0.22588,-0.57895,-0.29376,-1.9781,-0.38646,0.48862,-0.39063,-2.0307,-0.64791,-0.69187,-0.018516,1.4055,-0.87313,0.46854,-0.37963,-0.514,2.1833,0.41999,1.3039,0.067068,-1.722,0.015361,0.65681,0.86115,-0.36841,-1.7842,0.31566,1.0598,-0.50825,0.34104,-2.2154,-1.4261,-1.2963,2.175,3.1726,-1.8913,-1.8415,-1.338,1.8313,0.69361,-1.8357,0.85376,-0.81321,-1.2159,-0.36292,-0.52008,4.6157,-2.0936,3.0825,-1.5305,-0.62943,2.5799,-0.84555,-2.2473,-1.1504,-4.3169,-0.90583,-4.668,-0.9679,0.20092,0.58544,0.11163,-0.51103,-1.8262,0.39454,0.14511,-1.5753,-1.113,-1.8147,1.7751,0.91774,0.49495,-1.9105,2.4593,-1.6896
1.2,0.89959,0.78619,-0.76539,1.1518,0.2458,1.4715,1.8303,-2.0246,2.7536,0.60679,1.1087,0.44706,-1.0006,2.523,0.081981,0.42538,0.9322,-0.3922,0.14471,2.3465,1.0574,0.049285,-0.55633,-0.79526,-0.56324,-1.4113,1.1944,0.89594,0.61291,-1.86,2.2765,1.4993,-0.31207,-0.94402,-0.4456,3.156,-0.63676,1.5895,2.054,-0.74628,0.43796,-1.7131,-1.4706,0.38278,0.088997,-2.3395,1.9818,-2.4435,1.6678,-1.443,-0.2953,0.23152,1.0986,-0.69024,1.2124,1.7782,1.6168,0.72751,-0.23454,-0.64201,-0.21447,0.12418,-0.45905,-0.64937,1.1388,-0.97122,0.11848,-1.588,-0.71436,-0.54411,1.2297,-1.2876,-0.35794,1.7265,-1.852,-3.1813,0.23109,-2.8274,0.92367,-1.678,0.48735,-1.5722,0.75234,1.2409,-2.5166,-0.21148,-0.085921,-3.5551,-2.3041,2.2392,1.711,0.27455,-0.69492,-1.831,0.82318,-0.93739,2.0118,1.2393,-2.581,-0.20895,-0.61167,1.5931,-1.3201,2.6838,-0.19865,-0.11385,3.4669,1.3734,2.2814,-0.071297,2.1419,-1.8103,1.5651,-2.4572,1.4788,-1.5397,1.3351,0.014224,-2.3188,0.46709,0.90337,-1.4185,-1.3308,-0.47715,1.7411,-0.31614,-0.98905,0.071086,-1.9547,-0.39289,0.80976,0.11249,-2.2173,-0.22886,-0.50324,0.28876,1.786,-1.2552,0.6454,-0.31711,-0.4005,1.5012,0.61009,1.029,0.16849,-1.8665,0.015309,0.92455,1.2598,-0.57988,-1.7913,0.5625,0.9805,-0.55329,0.22236,-2.5326,-1.3698,-1.2957,2.5066,3.3847,-1.7521,-2.1861,-1.5719,1.9511,0.78468,-1.9324,0.78515,-0.29949,-1.4792,-0.45545,-0.61032,4.6478,-1.8351,2.9123,-1.3433,-0.99782,2.2777,-0.94637,-2.4756,-1.0673,-4.2191,-1.0498,-5.2195,-0.95189,-0.060053,0.60266,-0.23028,-0.099542,-1.4675,0.25959,0.16485,-1.5604,-1.2991,-1.4472,1.5021,0.81035,0.65401,-1.8147,2.8038,-1.6875
1.2333,0.4651,0.72071,-0.83028,1.5913,0.15704,1.7084,1.6613,-2.5712,2.3084,0.92292,1.0674,0.48014,-0.97564,2.1973,-0.068499,0.79221,1.2324,-0.82484,0.033578,2.3765,0.95056,0.13695,-1.1081,-0.61473,-0.61315,-1.2673,1.5999,1.0199,0.78339,-1.5562,2.5708,1.4136,-0.39019,-0.91404,-0.42886,3.3937,-0.75127,1.5436,2.1152,-0.50288,0.20701,-1.7931,-1.3544,0.48518,0.084089,-2.4998,1.6485,-3.1327,1.7432,-1.6363,-0.2993,0.02358,0.71699,-0.61059,0.97314,1.4298,1.4381,0.78761,-0.19301,-0.53577,0.095105,0.11592,-0.18068,-0.40148,1.2451,-0.7551,0.010232,-1.6471,-0.84148,-0.52313,1.016,-1.1349,-0.58033,1.0263,-1.8383,-3.2064,-0.16275,-2.3483,0.35801,-1.6965,0.1925,-1.3727,0.98359,1.511,-2.5515,-0.28341,0.060207,-3.5378,-2.289,2.2322,1.5521,0.56083,-0.23312,-2.1246,0.99002,-0.63504,2.0003,1.2187,-2.6932,0.1193,-0.74246,1.6996,-1.2506,2.4869,-0.23132,-0.46031,3.6853,1.1608,2.1658,-0.24061,2.5165,-2.252,1.6731,-2.5083,1.471,-1.8921,1.0318,-0.34002,-2.4217,0.77166,0.63179,-1.4739,-1.7024,-0.67632,1.5501,-0.4064,-1.2897,0.24531,-1.5031,-0.11342,0.95906,0.24675,-2.0821,0.068202,-0.47215,0.19193,1.8456,-1.3624,0.93712,-0.36256,-0.17762,1.5224,1.0601,1.2062,0.51725,-1.2316,-0.3672,1.1622,0.99805,-0.76251,-1.5408,0.80766,1.2474,-0.79679,0.565,-2.3732,-1.7865,-1.3752,2.3744,3.6287,-1.5865,-2.5142,-1.7935,2.3648,0.59325,-1.5459,0.43692,-0.19022,-1.5526,-0.28557,-0.01426,4.5737,-2.1531,2.8056,-1.002,-0.62098,2.2727,-1.0215,-2.4764,-1.155,-4.1495,-1.2201,-5.153,-1.2222,-0.023676,0.96397,-0.26094,0.2064,-1.5161,0.35043,0.072086,-1.7953,-1.2559,-1.8806,1.6161,1.3649,0.42213,-1.8466,2.8473,-2.1212
1.2667,1.0788,0.94377,-0.95201,1.2978,0.01097,1.8366,1.1841,-2.4489,1.8321,1.2529,1.1385,0.66323,-1.3591,2.3517,0.20442,0.40764,1.2738,-1.0019,-0.073802,2.7167,0.96789,0.23479,-0.96861,-0.51037,-0.26363,-1.469,1.7954,0.73829,0.71667,-1.5093,2.1488,1.2681,-0.56367,-1.2749,-0.9302,3.7191,-0.71651,1.8187,2.3761,-0.54029,0.1826,-1.8149,-2.0077,0.016958,0.15028,-2.7497,1.8752,-3.047,1.6436,-1.6155,-0.29238,-0.46599,0.98941,-0.52101,0.79405,1.4281,1.5734,0.79917,-0.060093,-0.61382,0.2306,-0.078763,-0.4132,-0.67558,1.137,-0.63619,0.1622,-1.47,-0.66746,-0.97251,0.98679,-1.4101,-0.70925,1.1102,-2.1774,-3.2492,-0.21352,-2.0916,0.44119,-1.8571,0.25847,-1.9352,0.90684,1.6678,-2.4809,-0.94279,0.21212,-3.3831,-2.2195,1.9795,1.6956,0.24583,-0.51589,-2.2831,0.92512,-0.7433,1.8871,0.93193,-2.4197,0.059957,-0.48327,1.1474,-1.2474,2.3841,0.2326,-0.35058,3.8331,1.3175,2.5425,-0.29476,2.8974,-2.0502,1.7106,-2.5232,1.6834,-1.5822,1.2783,-0.22985,-2.3133,0.5855,1.0277,-1.638,-1.6251,-0.81417,0.88023,-0.27781,-1.6979,0.38547,-1.4213,-0.55149,1.0214,0.58375,-2.2826,-0.20015,-0.92098,0.060784,1.8955,-1.0847,0.74355,-0.31343,-0.18651,1.5147,0.74657,1.1025,0.4933,-1.2871,-0.45073,1.3857,0.95917,-0.70434,-1.3082,0.64582,1.2515,-0.37902,0.17167,-2.3251,-1.5221,-1.3224,2.3689,3.8791,-1.3508,-2.7499,-2.0841,2.4151,0.38187,-1.5715,-0.18269,0.096737,-1.3113,-0.15431,-0.23382,4.7104,-2.0244,3.1581,-1.1143,-0.5251,2.7012,-1.0606,-2.1536,-1.3945,-4.2902,-1.4504,-5.2172,-1.5935,-0.37988,0.59445,0.22616,0.41325,-1.494,0.88324,-0.19358,-1.4103,-1.3607,-2.1929,1.7258,1.9647,0.52155,-1.6722,2.4132,-2.0406
1.3,1.3668,1.2779,-1.5847,0.79586,-0.16768,1.6584,0.88844,-2.5996,2.0186,0.93567,1.4939,0.77253,-1.4134,2.5937,-0.030987,0.34123,1.4105,-0.80944,-0.020477,2.5276,0.37965,0.70828,-0.8261,-0.50472,0.028823,-1.3702,1.7841,0.051229,1.1455,-0.6884,1.791,1.4856,-0.82439,-1.0571,-0.71202,3.6124,-0.70918,1.3833,2.0914,-0.46547,0.28911,-2.0661,-2.5214,0.30032,0.010003,-2.7784,1.8201,-2.7373,1.4865,-1.7737,-0.48008,-0.41954,1.2121,-0.93381,0.63121,1.1275,1.8806,0.94372,-0.11972,-1.2209,0.52462,-0.70211,-0.079868,-0.86643,0.93044,-0.66473,0.187,-1.3076,-0.68037,-1.3039,0.74092,-1.2153,-0.71389,1.3487,-2.2666,-2.9254,-0.070832,-2.0612,0.7277,-2.1004,0.57026,-2.0687,1.029,1.5833,-2.5791,-1.5278,0.4287,-2.9984,-2.2739,2.5393,1.501,0.2305,-0.43256,-2.1802,1.0089,-0.83322,1.998,1.0337,-2.3993,-0.095637,-0.68518,0.96976,-1.8251,2.21,0.5576,-0.4791,3.7991,1.5813,2.3435,-0.26544,2.6429,-1.7834,1.5337,-1.9489,1.4552,-1.1458,1.0558,0.16173,-2.7233,0.38134,1.228,-1.3874,-1.4346,-0.66406,1.3372,-0.024584,-1.5749,0.24659,-1.785,-0.57113,1.2874,0.46101,-2.6172,-0.48175,-0.7832,0.13681,1.7855,-1.114,0.65331,-0.83471,-0.36269,1.1239,0.50075,0.84692,0.37317,-0.78892,-0.32072,1.5036,0.76411,-0.50834,-1.6555,0.41123,0.82843,-0.97978,-0.5311,-2.407,-1.3034,-1.4373,2.568,3.6373,-1.1871,-2.5058,-2.043,2.686,0.72857,-1.2351,-0.1631,0.18503,-0.76712,-0.14278,-0.011486,4.6912,-1.786,3.0747,-0.56196,-0.41165,2.6344,-1.3098,-2.3468,-1.1325,-3.9662,-1.1315,-5.3123,-1.725,-0.1856,0.7169,0.088779,0.36639,-1.2415,1.0139,-0.15346,-1.3473,-1.4059,-2.2073,2.326,1.9917,0.37886,-1.7854,2.6738,-1.9296
1.3333,1.5268,1.2518,-1.2031,0.84481,-0.1545,1.8062,1.11,-2.7353,1.3744,1.1438,1.7504,0.61058,-0.99199,2.4185,0.05113,0.34854,1.507,-0.62617,-0.086552,2.298,0.27812,0.39941,-0.64945,-0.41522,-0.035376,-1.8342,1.1958,0.10693,1.3716,-0.31288,1.9099,1.3351,-0.98445,-0.89176,-1.0319,3.8591,-0.65492,1.482,2.0505,-0.83475,0.14711,-1.8078,-2.5465,0.43059,0.25318,-3.2482,1.7566,-2.8161,1.721,-1.7504,-0.214,-0.17715,1.5772,-0.78068,0.66609,1.3323,1.8018,0.90717,-0.22008,-1.4664,0.68055,-0.2767,-0.47398,-0.98251,1.0818,-0.37868,0.55283,-1.3332,-0.41078,-1.2684,0.84995,-1.3043,-0.4019,1.3384,-2.5228,-2.9914,-0.4127,-1.8595,0.81273,-2.5213,0.38443,-2.0894,0.55485,1.8694,-3.3084,-1.8392,-0.11305,-2.8224,-2.1921,2.2467,1.1299,0.069624,0.046189,-2.1332,1.0405,-1.0233,2.0469,1.167,-2.8164,0.20318,-0.92635,0.97577,-1.8352,2.5774,0.87227,-0.8056,3.5782,1.7807,2.3426,-0.063129,2.9689,-2.0252,1.7018,-2.1209,1.0875,-1.2193,1.0757,0.33561,-2.9078,0.6561,1.5285,-1.16,-1.2388,-1.0874,0.61893,0.17473,-1.5784,0.58917,-1.8756,-0.14219,0.96684,0.53917,-2.7027,-0.42991,-0.6779,0.19586,1.5169,-0.89911,0.61805,-1.4008,-0.18498,0.90699,0.98484,0.9099,-0.073952,-0.74641,-0.41438,1.6875,0.66004,-0.80687,-1.5018,0.48128,1.1179,-1.0779,-0.37826,-2.4075,-0.80511,-1.3721,2.6687,4.0481,-1.2514,-2.8754,-2.6337,2.7515,0.55266,-1.0822,-0.639,0.27605,-0.80875,-0.33346,-0.2934,4.6132,-1.5902,2.7656,-0.38115,-0.20245,2.6371,-0.75718,-2.4144,-0.89378,-3.9085,-0.99679,-5.2526,-1.7605,0.19131,0.9829,-0.2835,0.37083,-1.2466,1.0356,0.22857,-1.2031,-1.5575,-2.3,2.5384,1.5927,0.56295,-1.8499,2.2929,-1.7251
1.3667,1.3681,1.4098,-1.372,0.578,-0.19242,2.0654,1.1164,-2.5801,1.2463,1.0627,1.4247,0.93301,-0.93386,2.6142,-0.04772,0.028709,1.209,-0.35829,-0.44621,2.9075,0.765,0.017542,0.11755,-0.40508,0.22051,-1.4508,0.84291,-0.019261,1.6122,-0.2624,1.684,1.6453,-1.374,-0.54606,-0.68749,3.8985,-0.80493,1.488,2.1297,-1.0205,0.16041,-1.9982,-2.6608,0.43243,-0.36386,-3.3007,1.4946,-2.9657,1.8882,-1.4116,-0.052852,-0.31992,1.2224,-1.0034,0.68255,1.689,1.5694,1.2531,-0.43993,-1.3885,0.51469,-0.054271,-0.55713,-0.89589,1.0408,-0.3838,-0.06421,-1.3599,0.12064,-1.3621,1.0355,-1.4181,-0.053121,0.97336,-2.6009,-2.8445,-0.29681,-2.2987,0.79179,-2.2952,0.55296,-1.8784,0.5209,2.1056,-3.4127,-2.232,0.04253,-2.7651,-2.2589,2.2188,1.5996,0.35663,-0.36731,-2.0862,0.70805,-0.66303,1.8655,1.1069,-2.5953,0.56776,-0.57902,0.96798,-2.0336,2.3856,0.75143,-1.0876,4.3721,1.9241,2.052,-0.041515,3.1087,-2.1428,1.7488,-2.0994,0.52686,-1.5351,0.97446,0.21036,-2.7121,0.48171,1.5151,-0.9031,-1.0324,-0.97624,0.46507,0.13248,-1.6856,0.39192,-1.8762,-0.0010231,0.79212,0.38602,-2.6411,-0.81815,-1.0703,0.13608,1.6091,-0.64259,0.23465,-1.5842,-0.20875,0.83079,1.0941,0.74439,0.40188,-0.61563,-0.071751,1.8069,0.66714,-0.58351,-1.7674,0.57637,1.0328,-0.90099,-0.24937,-1.9427,-0.68089,-1.5474,2.4811,3.4375,-1.3467,-2.8432,-2.7862,2.7153,0.1767,-0.75865,-0.56749,0.37301,-1.4632,-0.049939,-0.31483,5.1383,-1.35,2.8529,-0.29697,-0.55473,2.8389,-0.85887,-2.0896,-1.0216,-3.9457,-0.9829,-5.586,-1.839,0.26662,1.0869,-0.34256,0.24489,-1.3825,0.91084,-7.48E-05,-0.90606,-1.7595,-2.3205,2.1601,1.4985,0.65442,-2.3118,1.8404,-1.7039
1.4,1.3207,1.2765,-1.166,0.40792,-0.59493,2.2329,1.1989,-2.6511,0.78064,1.2663,1.4982,0.35924,-0.5621,2.7554,-0.18959,-0.10706,1.0486,-0.24826,-0.77145,3.1667,0.77787,0.37276,0.26531,-0.44729,-0.22406,-1.2764,1.3247,0.046396,2.1665,-0.86073,1.4964,1.4772,-1.2463,-0.36301,-0.65054,4.1904,-0.98426,1.4808,1.7935,-0.83603,0.020494,-2.5963,-2.5883,0.30892,-0.0035499,-3.1241,1.6054,-2.8739,1.8013,-1.5393,-0.48376,-0.0039322,1.0371,-1.3066,0.67879,2.3198,1.3652,1.3798,-0.49157,-1.2491,0.90689,0.31366,-0.87199,-0.98563,1.1178,-0.15846,-0.19189,-1.6685,0.51844,-1.3215,1.1102,-1.6297,0.023792,0.99237,-2.5739,-2.6769,0.1601,-2.4356,0.88408,-2.4472,0.89242,-2.1896,0.19252,2.3205,-3.4643,-2.14,-0.39417,-2.9736,-1.83,2.3061,1.8138,0.39923,-0.46623,-2.0836,0.67711,-0.63951,1.9194,1.3975,-3.0554,0.5395,-0.38909,1.2649,-2.0876,2.5388,0.82783,-0.79362,4.7863,1.9526,1.8834,-0.098959,2.927,-1.9487,1.9969,-2.2338,0.53025,-1.2841,0.94526,0.097821,-2.6925,0.37368,1.1761,-0.70308,-1.0717,-0.81857,0.45822,0.011116,-1.6834,0.35482,-1.7217,-0.30802,0.85679,0.48659,-2.5425,-0.90943,-0.69723,0.30155,1.5308,-0.83801,0.45855,-1.5458,-0.42174,1.3948,1.5432,1.0361,0.73731,-1.1384,0.27036,2.1874,1.0637,0.078746,-1.4174,0.27682,0.90733,-0.29374,-0.88447,-2.2524,-0.88918,-1.3467,2.344,3.6225,-1.3791,-2.4454,-2.4601,2.3457,0.65758,-0.44697,-0.31375,0.43636,-1.4378,-0.34332,0.021637,5.2525,-1.47,3.1378,-0.25554,-0.39243,2.4437,-0.63822,-2.1032,-1.505,-3.3474,-0.95344,-5.5959,-2.1847,0.25512,1.3966,-0.026018,0.31975,-1.0972,0.47663,0.075438,-0.54677,-2.1283,-2.491,2.2117,1.7812,0.86389,-2.6338,2.0007,-1.6973
1.4333,1.1258,1.323,-0.93005,0.28499,-0.51249,2.0552,1.3168,-2.7165,1.0259,1.0808,1.3129,0.31735,-0.83675,2.7016,-0.30443,-0.091062,1.4511,-0.8149,-0.89147,3.0729,0.5915,0.3691,0.22784,-0.17597,-0.44904,-1.5049,1.4762,0.3239,1.8362,-1.1749,1.44,1.7877,-1.3274,0.029907,-0.98725,3.8355,-0.55159,1.4902,1.597,-0.96317,-0.117,-2.2706,-2.5409,0.24208,0.40113,-2.806,1.7245,-2.9957,1.7282,-1.6656,-0.57995,-0.18709,1.1258,-1.1994,0.92215,2.2837,1.4401,1.42,-0.29038,-1.417,1.1243,0.30541,-0.64538,-1.1126,0.97753,-0.057501,-0.20306,-1.9325,0.32554,-1.2479,1.0629,-1.5342,0.095981,0.88863,-2.4651,-2.6078,0.04006,-2.7613,0.49265,-2.3985,1.0905,-2.2349,0.61251,2.6442,-3.5912,-2.6794,-0.033967,-2.9133,-2.2256,2.1839,1.9525,0.31324,-0.44925,-1.9598,0.71111,-0.16629,1.748,1.3275,-3.4968,0.63587,-0.43987,1.3091,-2.0585,2.1104,0.74482,-0.83657,4.4935,1.6891,1.9268,-0.00030766,2.5641,-2.0181,1.8027,-1.9226,0.40257,-1.3302,1.0152,0.025795,-2.7205,0.30647,1.3908,-0.9369,-0.89892,-0.88294,0.90699,0.066656,-1.8036,0.01231,-1.582,-0.50572,0.90313,0.17266,-2.4748,-0.76904,-1.0199,0.30151,1.0761,-0.69896,0.51246,-1.2802,-0.55145,0.89048,1.6165,0.86907,0.7722,-1.1268,0.24059,2.1944,1.192,-0.20322,-1.4935,0.34437,0.91488,-0.51184,-0.73923,-2.1694,-0.93855,-1.3806,2.5483,3.4571,-1.5053,-2.7946,-2.5611,2.1741,0.76863,-0.67238,-0.65762,0.58987,-1.2838,-0.0046194,0.39836,5.38,-1.5402,3.0758,-0.26464,-0.63372,2.3373,-0.69298,-2.3807,-1.7606,-3.1112,-1.1922,-5.6262,-1.9714,0.048865,1.1144,0.30962,0.79233,-1.5933,0.097251,-0.11325,-0.74532,-1.9803,-2.8751,1.9917,1.9039,0.8959,-2.927,2.241,-1.5634
1.4667,0.8419,1.1814,-0.23467,0.18053,-0.46946,2.2284,1.4443,-2.8403,1.2978,1.1652,0.97237,0.13297,-0.95171,2.6177,-0.36311,-0.14492,1.3852,-0.43281,-0.45318,3.0277,0.27934,0.20508,0.41897,-0.22692,-0.49201,-1.5364,1.707,0.34723,1.7717,-1.2458,1.4218,1.9781,-1.7744,-0.29338,-1.1199,3.902,-0.60901,1.1712,1.9383,-1.0674,0.16221,-2.1759,-2.3605,0.30704,0.19518,-3.1375,1.6793,-2.509,1.7746,-1.5514,-0.5872,-0.35618,1.0272,-0.88652,0.87425,2.5082,1.4689,1.37,-0.3557,-0.97501,1.2627,0.27037,-0.15963,-1.2523,0.63288,0.0096321,-0.57761,-1.8444,0.16479,-1.3766,1.0099,-2.0058,0.20728,1.173,-2.6242,-2.576,0.23234,-2.9353,0.90206,-2.1621,1.2524,-2.5601,0.56712,2.7056,-3.6947,-2.247,-0.020436,-2.5521,-2.5663,1.8814,2.0032,0.57216,-1.1487,-2.1216,0.63485,-0.085339,1.9626,1.2524,-3.2756,0.64493,-0.33716,1.5266,-1.9359,2.004,0.65411,-0.65022,4.4171,2.0685,1.0951,-0.39592,2.4905,-1.9408,2.0503,-1.5771,0.47267,-1.1972,1.4096,-0.2285,-3.0644,-0.046448,1.3142,-0.65933,-0.93313,-0.83047,0.34045,-0.058303,-2.1425,0.16251,-1.5259,-0.50717,0.92685,-0.15784,-2.2127,-0.40139,-0.81385,0.17234,1.3499,-0.8171,0.62805,-1.1126,-0.6268,0.71444,1.334,1.3372,1.3607,-0.63705,0.15824,2.0117,1.3044,-0.34489,-1.5321,0.454,0.72242,-0.62108,-0.57499,-1.8354,-0.87207,-1.6722,2.3929,2.9822,-1.5798,-3.0333,-2.5729,2.5965,0.8703,-1.2108,-0.99598,0.19276,-1.4986,0.36964,0.21573,4.965,-1.4969,3.2255,-0.3325,-0.53556,1.7124,-0.77187,-2.5435,-1.7604,-2.5993,-1.3499,-5.3552,-2,0.15662,1.0061,-0.21944,0.87501,-1.129,0.54227,-0.51038,-0.91071,-1.773,-3.4331,1.9881,1.6462,1.0426,-2.8372,2.233,-1.5781
